year,org_short,utility_parent_company,utility_entity_matched,contributor_name,amount_usd,contribution_date,match_type
2009,RGA,Southern Company,Southern Company Services,SOUTHERN COMPANY SERVICES,100000,2009-12-31,entity_exact
2009,DGA,FirstEnergy,Allegheny Energy,"ALLEGHENY ENERGY, INC.",50000,2009-07-22,entity_simplified
2009,DGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER AEP,50000,2009-05-18,entity_simplified
2009,DGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,50000,2009-03-04,entity_simplified
2009,DGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,50000,2009-04-15,entity_simplified
2009,RGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER SERVICE CORPORATION,50000,2009-05-12,entity_simplified
2009,RGA,Dominion Energy,Dominion Resources,"DOMINION RESOURCES SERVICES, INC.",50000,2009-04-30,entity_simplified
2009,RGA,Duke Energy,Duke Energy,DUKE ENERGY,50000,2009-03-16,entity_exact
2009,RGA,FirstEnergy,FirstEnergy,FIRSTENERGY CORP.,50000,2009-09-30,entity_simplified
2009,RGA,NRG Energy,NRG Energy,"NRG ENERGY, INC.",50000,2009-06-30,entity_simplified
2009,RSLC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,50000,2009-01-09,entity_exact
2009,RSLC,Dominion Energy,Dominion Resources,"DOMINION RESOURCES SERVICES, INC.",35000,2009-05-29,entity_simplified
2009,DAGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,25000,2009-04-06,entity_exact
2009,DGA,Southern Company,AGL,AGL RESOURCES,25000,2009-07-09,entity_word_boundary
2009,DGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY,25000,2009-12-31,entity_exact
2009,DGA,Dominion Energy,Dominion Resources,DOMINION RESOURCES,25000,2009-02-11,entity_exact
2009,DGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE EEI,25000,2009-03-04,entity_simplified
2009,DGA,Berkshire Hathaway Energy,MidAmerican Energy,MIDAMERICAN ENERGY HOLDINGS COMPANY,25000,2009-01-06,entity_simplified
2009,DGA,NRG Energy,NRG Energy,NRG ENERGY INC.,25000,2009-12-31,entity_simplified
2009,DGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,25000,2009-06-29,entity_exact
2009,RGA,AES Corporation,AES Corporation,AES,25000,2009-11-17,entity_word_boundary
2009,RGA,Southern Company,AGL,AGL RESOURCES INC.,25000,2009-02-20,entity_word_boundary
2009,RGA,CenterPoint Energy,CenterPoint Energy Service,"CENTERPOINT ENERGY SERVICE COMPANY, LLC",25000,2009-10-01,entity_simplified
2009,RGA,Duke Energy,Duke Energy,DUKE ENERGY,25000,2009-12-14,entity_exact
2009,RGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,25000,2009-06-25,entity_exact
2009,RSLC,Duke Energy,Duke Energy,DUKE ENERGY/DUKE POWER COMPANY,25000,2009-06-19,entity_simplified
2009,RSLC,Duke Energy,Duke Energy,DUKE ENERGY/DUKE POWER COMPANY,25000,2009-10-22,entity_simplified
2009,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION AGA,20000,2009-03-17,entity_simplified
2009,DLCC,Berkshire Hathaway Energy,MidAmerican Energy,MIDAMERICAN ENERGY,20000,2009-12-16,entity_exact
2009,RGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,20000,2009-04-22,entity_exact
2009,RSLC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,20000,2009-04-09,entity_exact
2009,DAGA,Dominion Energy,Dominion Resources,"DOMINION RESOURCES SERVICES, INC.",15000,2009-05-11,entity_simplified
2009,DGA,Dominion Energy,Dominion Resources,DOMINION RESOURCES,15000,2009-11-03,entity_exact
2009,DGA,Public Service Enterprise Group,PSEG,PSEG SERVICES,15000,2009-01-06,entity_word_boundary
2009,DGA,Public Service Enterprise Group,PSEG,PSEG SERVICES,15000,2009-12-17,entity_word_boundary
2009,DLCC,Exelon,Exelon,EXELON GENERATION,15000,2009-09-24,entity_word_boundary
2009,RGA,Duke Energy,Duke Energy,DUKE ENERGY,15000,2009-05-05,entity_exact
2009,RGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,15000,2009-12-09,entity_exact
2009,RGA,Public Service Enterprise Group,PSEG Services Corp,PSEG SERVICES CORPORATION,15000,2009-12-31,entity_simplified
2009,DLCC,Vistra Energy,Energy Future Holdings Corp,ENERGY FUTURE HOLDINGS,12500,2009-09-29,entity_simplified
2009,DLCC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,12000,2009-02-18,entity_exact
2009,DAGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,10000,2009-10-01,entity_exact
2009,DGA,AES Corporation,AES Corporation,AES CORPORATION,10000,2009-07-29,entity_exact
2009,DGA,Calpine,Calpine,CALPINE CORPORATION,10000,2009-03-04,entity_word_boundary
2009,DGA,Calpine,Calpine,CALPINE CORPORATION,10000,2009-12-15,entity_word_boundary
2009,DGA,Eversource,Northeast Utilities,NORTHEAST UTILITIES SERVICE COMPANY,10000,2009-01-06,entity_simplified
2009,DGA,Exelon,Pepco,PEPCO,10000,2009-03-04,entity_word_boundary
2009,DGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",10000,2009-01-23,entity_simplified
2009,DGA,Xcel Energy,Xcel Energy,XCEL ENERGY,10000,2009-02-03,entity_exact
2009,RGA,Black Hills Corporation,Black Hills Corporation,"BLACK HILLS CORPORATION, PAC",10000,2009-08-04,entity_simplified
2009,RGA,Calpine,Calpine,CALPINE CORP.,10000,2009-12-31,entity_word_boundary
2009,RGA,Calpine,Calpine,CALPINE CORPORATION,10000,2009-03-16,entity_word_boundary
2009,RGA,Berkshire Hathaway Energy,Nevada Power Company,NEVADA POWER COMPANY,10000,2009-11-20,entity_exact
2009,RGA,Duke Energy,Piedmont Natural Gas,PIEDMONT NATURAL GAS COMPANY,10000,2009-06-30,entity_simplified
2009,RGA,Duke Energy,Progress Energy,"PROGRESS ENERGY, INC.",10000,2009-01-27,entity_simplified
2009,RGA,Xcel Energy,Xcel Energy,XCEL ENERGY,10000,2009-02-10,entity_exact
2009,RSLC,Vistra Energy,Energy Future Holdings Corp,ENERGY FUTURE HOLDINGS CORPORATE SERVICES COMPANY,10000,2009-10-01,entity_simplified
2009,DAGA,Dominion Energy,Dominion Resources,"DOMINION RESOURCES SERVICES, INC.",5000,2009-10-01,entity_simplified
2009,DAGA,Entergy,Entergy Services,"ENTERGY SERVICES, INC.",5000,2009-05-21,entity_simplified
2009,DAGA,Salt River Project,Salt River Project,SALT RIVER PROJECT,5000,2009-06-22,entity_exact
2009,DGA,Ameren,Ameren,AMEREN CORPORATION,5000,2009-12-31,entity_word_boundary
2009,DGA,Dominion Energy,Dominion Resources,DOMINION RESOURCES,5000,2009-07-29,entity_exact
2009,DGA,Dominion Energy,Dominion Resources,DOMINION RESOURCES,5000,2009-10-21,entity_exact
2009,RGA,Berkshire Hathaway Energy,MidAmerican Energy,MIDAMERICAN ENERGY HOLDINGS CO,5000,2009-09-01,entity_simplified
2009,RGA,Public Service Enterprise Group,PSEG Services Corp,PSEG SERVICES CORPORATION,5000,2009-07-28,entity_simplified
2009,RSLC,Southern Company,Alabama Power,ALABAMA POWER COMPANY,5000,2009-08-25,entity_simplified
2009,RSLC,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER SERVICE CORPORATION,5000,2009-06-12,entity_simplified
2009,RSLC,CenterPoint Energy,CenterPoint Energy Service,"CENTERPOINT ENERGY SERVICE COMPANY, LLC",5000,2009-11-13,entity_simplified
2009,RSLC,Vistra Energy,Energy Future Holdings Corp,ENERGY FUTURE HOLDINGS CORPORATE SERVICES COMPANY,5000,2009-10-14,entity_simplified
2009,RSLC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,5000,2009-03-26,entity_exact
2009,RSLC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,5000,2009-04-03,entity_exact
2009,RSLC,Puget Sound Energy,Puget Sound Energy,PUGET SOUND ENERGY,5000,2009-12-18,entity_exact
2009,DAGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER,2500,2009-05-21,entity_exact
2009,DLCC,PPL Corporation,PPL Electric Utilities Corporation,PPL ELECTRIC UTILITIES CORPORATION,2500,2009-09-24,entity_exact
2009,RSLC,Dominion Energy,Dominion Resources,"DOMINION RESOURCES SERVICES, INC.",2500,2009-06-04,entity_simplified
2009,RSLC,Duke Energy,Piedmont Natural Gas,PIEDMONT NATURAL GAS CO.,2500,2009-08-14,entity_simplified
2009,DGA,Consolidated Edison,Consolidated Edison,"CONSOLIDATED EDISON, INC. EMPLOYEES PAC",2000,2009-09-29,entity_simplified
2009,DGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE EEI,1585,2009-12-11,entity_simplified
2009,RSLC,Southern Company,AGL,AGL RESOURCES,1000,2009-08-14,entity_word_boundary
2009,RSLC,Berkshire Hathaway Energy,Nevada Power Company,NEVADA POWER COMPANYSIERRA PACIFIC POWER COMPANY,1000,2009-09-03,entity_simplified
2009,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION AGA,914,2009-11-18,entity_simplified
2009,RGA,AES Corporation,AES Corporation,AES,450,2009-11-11,entity_word_boundary
2009,RGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER SERVICE CORPORATION,450,2009-11-10,entity_simplified
2009,RGA,CenterPoint Energy,CenterPoint Energy Service,"CENTERPOINT ENERGY SERVICE COMPANY, LLC",450,2009-10-12,entity_simplified
2009,RGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,450,2009-11-10,entity_exact
2009,RGA,Exelon,Exelon,EXELON,450,2009-11-10,entity_word_boundary
2009,RGA,Public Service Enterprise Group,PSEG Services Corp,PSEG SERVICES CORPORATION,450,2009-11-11,entity_simplified
2009,RGA,Southern Company,Southern Company Services,SOUTHERN COMPANY SERVICES,450,2009-09-28,entity_exact
2009,RSLC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,299,2009-06-17,entity_exact
2009,DGA,Public Service Enterprise Group,PSEG,PSEG SERVICES,295,2009-11-12,entity_word_boundary
2009,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION AGA,250,2009-04-06,entity_simplified
2009,DGA,CMS Energy,CMS Energy,CMS ENERGY CORPORATION,250,2009-07-09,entity_simplified
2009,DGA,Public Service Enterprise Group,PSEG,PSEG SERVICES,250,2009-11-12,entity_word_boundary
2009,RSLC,CenterPoint Energy,CenterPoint Energy Service,"CENTERPOINT ENERGY SERVICE COMPANY, LLC",250,2009-12-03,entity_simplified
2009,DGA,Public Service Enterprise Group,PSEG,PSEG SERVICES,200,2009-08-05,entity_word_boundary
2009,DGA,FirstEnergy,Allegheny Energy,"ALLEGHENY ENERGY, INC.",100,2009-08-05,entity_simplified
2009,RSLC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,31,2009-06-17,entity_exact
2008,DGA,NextEra,FPL,"FPL ENERGY, LLC.",100000,2008-05-13,entity_word_boundary
2008,RGA,Duke Energy,Duke Energy,DUKE ENERGY,100000,2008-09-09,entity_exact
2008,RGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",100000,2008-01-24,entity_simplified
2008,DGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER AEP,75000,2008-05-13,entity_simplified
2008,RGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,65763,2008-09-01,entity_exact
2008,DGA,FirstEnergy,Allegheny Energy,"ALLEGHENY ENERGY, INC.",50000,2008-03-31,entity_simplified
2008,DGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",50000,2008-05-30,entity_simplified
2008,DGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",50000,2008-10-14,entity_simplified
2008,RGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER SERVICE CORPORATION,50000,2008-03-25,entity_simplified
2008,RGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,50000,2008-06-30,entity_exact
2008,RGA,Atmos Energy,Atmos Energy,ATMOS ENERGY CORPORATION,50000,2008-03-31,entity_simplified
2008,RGA,NextEra,Florida Power & Light,FLORIDA POWER AND LIGHT COMPANY,50000,2008-11-17,entity_simplified
2008,RGA,NRG Energy,NRG Energy,"NRG ENERGY, INC.",50000,2008-04-16,entity_simplified
2008,RSLC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,45000,2008-04-25,entity_exact
2008,DGA,Dominion Energy,Dominion Resources,DOMINION RESOURCES,35000,2008-10-14,entity_exact
2008,RSLC,Dominion Energy,Dominion Resources,"DOMINION RESOURCES SERVICES, INC.",35000,2008-10-17,entity_simplified
2008,RSLC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,34000,2008-05-30,entity_exact
2008,RSLC,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER SERVICE CORPORATION,30000,2008-10-10,entity_simplified
2008,DAGA,Dominion Energy,Dominion Resources,"DOMINION RESOURCES SERVICES, INC.",25000,2008-08-19,entity_simplified
2008,DAGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,25000,2008-08-18,entity_exact
2008,DGA,AES Corporation,AES Corporation,AES CORPORATION,25000,2008-10-23,entity_exact
2008,DGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY,25000,2008-12-08,entity_exact
2008,DGA,Calpine,Calpine,CALPINE CORPORATION,25000,2008-08-19,entity_word_boundary
2008,DGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE EEI,25000,2008-02-05,entity_simplified
2008,DGA,NextEra,FPL,"FPL ENERGY, LLC.",25000,2008-01-25,entity_word_boundary
2008,DGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,25000,2008-03-14,entity_exact
2008,DLCC,Berkshire Hathaway Energy,MidAmerican Energy,MIDAMERICAN ENERGY,25000,2008-07-29,entity_exact
2008,RGA,Southern Company,AGL,AGL RESOURCES,25000,2008-03-18,entity_word_boundary
2008,RGA,Calpine,Calpine,CALPINE CORPORATION,25000,2008-08-19,entity_word_boundary
2008,RGA,CenterPoint Energy,CenterPoint Energy Service,"CENTERPOINT ENERGY SERVICE COMPANY, LLC",25000,2008-04-09,entity_simplified
2008,RGA,Dominion Energy,Dominion Resources,"DOMINION RESOURCES, INC.",25000,2008-10-16,entity_simplified
2008,RGA,NextEra,Florida Power & Light,FLORIDA POWER AND LIGHT COMPANY,25000,2008-02-19,entity_simplified
2008,RGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,25000,2008-04-15,entity_exact
2008,RSLC,Duke Energy,Duke Energy,DUKE ENERGY/DUKE POWER COMPANY,25000,2008-05-09,entity_simplified
2008,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION AGA,20000,2008-01-30,entity_simplified
2008,RGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,20000,2008-04-10,entity_exact
2008,RGA,Duke Energy,Progress Energy,"PROGRESS ENERGY SERVICE COMPANY, LLC",20000,2008-08-27,entity_simplified
2008,DLCC,Berkshire Hathaway Energy,MidAmerican Energy,MIDAMERICAN ENERGY,15000,2008-02-08,entity_exact
2008,RGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,15000,2008-12-30,entity_exact
2008,RGA,Public Service Enterprise Group,PSEG,PSEG,15000,2008-09-30,entity_word_boundary
2008,RGA,Puget Sound Energy,Puget Sound Energy,PUGET SOUND ENERGY,15000,2008-10-09,entity_exact
2008,RSLC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,15000,2008-07-28,entity_exact
2008,DLCC,Vistra Energy,Energy Future Holdings Corp,ENERGY FUTURE HOLDINGS,12000,2008-10-07,entity_simplified
2008,DLCC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,12000,2008-12-10,entity_exact
2008,DGA,Calpine,Calpine,CALPINE CORPORATION,10000,2008-03-14,entity_word_boundary
2008,DGA,Exelon,Pepco,PEPCO,10000,2008-03-25,entity_word_boundary
2008,DGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",10000,2008-09-04,entity_simplified
2008,DGA,WEC Energy,We Energies,WE ENERGIES,10000,2008-06-11,entity_exact
2008,DLCC,CMS Energy,Consumers Energy,CONSUMERS ENERGY COMPANY,10000,2008-10-21,entity_simplified
2008,DLCC,DTE Energy,DTE Energy,DTE ENERGY,10000,2008-10-27,entity_exact
2008,DLCC,Exelon,Exelon,EXELON CORPORATION,10000,2008-10-30,entity_word_boundary
2008,RGA,Calpine,Calpine,CALPINE CORPORATION,10000,2008-03-11,entity_word_boundary
2008,RGA,Duke Energy,Piedmont Natural Gas,PIEDMONT NATURAL GAS COMPANY,10000,2008-07-29,entity_simplified
2008,RGA,Duke Energy,Progress Energy,PROGRESS ENERGY,10000,2008-01-29,entity_exact
2008,RGA,Public Service Enterprise Group,PSEG,PSEG,10000,2008-08-04,entity_word_boundary
2008,RSLC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,10000,2008-05-16,entity_exact
2008,RSLC,Vistra Energy,Energy Future Holdings Corp,ENERGY FUTURE HOLDINGS CORPORATE SERVICES COMPANY,10000,2008-11-06,entity_simplified
2008,DGA,Xcel Energy,Xcel Energy,XCEL ENERGY,6000,2008-08-07,entity_exact
2008,DAGA,Salt River Project,Salt River Project,SALT RIVER PROJECT,5000,2008-04-22,entity_exact
2008,DGA,Dominion Energy,Dominion Resources,DOMINION RESOURCES,5000,2008-03-25,entity_exact
2008,RGA,Berkshire Hathaway Energy,Nevada Power Company,NEVADA POWER COMPANY,5000,2008-10-14,entity_exact
2008,RGA,Berkshire Hathaway Energy,Pacificorp,PACIFICORP,5000,2008-10-06,entity_exact
2008,RGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",5000,2008-08-22,entity_simplified
2008,RSLC,DTE Energy,DTE Energy,DTE ENERGY CORPORATION SERVICES LLC,5000,2008-11-21,entity_simplified
2008,RSLC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,5000,2008-01-02,entity_exact
2008,RSLC,Puget Sound Energy,Puget Sound Energy,PUGET SOUND ENERGY,5000,2008-12-15,entity_exact
2008,DGA,Algonquin,Empire District,EMPIRE DISTRICT ELECTRIC COMPANY,3000,2008-10-14,entity_simplified
2008,DGA,Public Service Enterprise Group,PSEG,PSEG SERVICES,2500,2008-08-19,entity_word_boundary
2008,RSLC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,2500,2008-06-24,entity_exact
2008,DGA,Algonquin,Empire District,EMPIRE DISTRICT ELECTRIC COMPANY,1000,2008-10-14,entity_simplified
2008,DLCC,Xcel Energy,Xcel Energy PAC,XCEL ENERGY PAC,1000,2008-12-11,entity_exact
2008,RGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",900,2008-10-31,entity_simplified
2008,DLCC,American Electric Power,Appalachian Power,APPALACHIAN POWER COMPANY,750,2008-07-02,entity_exact
2008,RGA,Southern Company,AGL,AGL RESOURCES INC.,450,2008-10-29,entity_word_boundary
2008,RGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER,450,2008-11-10,entity_exact
2008,RGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,450,2008-10-13,entity_exact
2008,RGA,NextEra,Florida Power & Light,FLORIDA POWER AND LIGHT COMPANY,450,2008-11-06,entity_simplified
2008,RGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,450,2008-10-13,entity_exact
2008,RGA,Sempra Energy,Sempra Energy,SEMPRA ENERGY,450,2008-11-05,entity_exact
2008,RGA,Sempra Energy,Sempra Energy,SEMPRA ENERGY,450,2008-11-05,entity_exact
2008,RSLC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,339,2008-09-30,entity_exact
2008,RSLC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,299,2008-07-09,entity_exact
2008,DGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY,250,2008-11-18,entity_exact
2008,DGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER AEP,250,2008-04-04,entity_simplified
2008,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION AGA,250,2008-04-04,entity_simplified
2008,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION AGA,250,2008-11-18,entity_simplified
2008,DGA,Dominion Energy,Dominion Resources,DOMINION RESOURCES,250,2008-10-16,entity_exact
2008,DGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,250,2008-04-04,entity_simplified
2008,DGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,250,2008-06-18,entity_simplified
2008,DGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,250,2008-07-01,entity_simplified
2008,DGA,Public Service Enterprise Group,PSEG,PSEG SERVICES,250,2008-04-04,entity_word_boundary
2008,DGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,150,2008-05-22,entity_exact
2008,RSLC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,36,2008-06-26,entity_exact
2007,RGA,Southern Company,Southern Company,SOUTHERN COMPANY,100000,2007-02-28,entity_exact
2007,DGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER AEP,50000,2007-04-13,entity_simplified
2007,RGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER,50000,2007-03-21,entity_exact
2007,RSLC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,50000,2007-04-05,entity_exact
2007,RGA,NextEra,Florida Power & Light,FLORIDA POWER AND LIGHT COMPANY,30000,2007-10-04,entity_simplified
2007,DAGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,25000,2007-06-29,entity_exact
2007,DGA,Avista Corporation,Avista Corp,AVISTA CORP,25000,2007-10-09,entity_exact
2007,DGA,Dominion Energy,Dominion Resources,DOMINION RESOURCES,25000,2007-08-16,entity_exact
2007,DGA,DTE Energy,DTE Energy,DTE ENERGY,25000,2007-08-03,entity_exact
2007,DGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,25000,2007-10-09,entity_simplified
2007,DGA,Eversource,Northeast Utilities,NORTHEAST UTILITIES SERVICE COMPANY,25000,2007-04-13,entity_simplified
2007,DGA,Puget Sound Energy,Puget Sound Energy,PUGET SOUND ENERGY,25000,2007-11-30,entity_exact
2007,DGA,Xcel Energy,Xcel Energy,XCEL ENERGY,25000,2007-08-16,entity_exact
2007,RGA,CenterPoint Energy,CenterPoint Energy,CENTERPOINT ENERGY,25000,2007-03-01,entity_exact
2007,RGA,NextEra,Florida Power & Light,FLORIDA POWER AND LIGHT COMPANY,25000,2007-04-02,entity_simplified
2007,RGA,Berkshire Hathaway Energy,Nevada Power Company,NEVADA POWER COMPANY,25000,2007-08-31,entity_exact
2007,RGA,Xcel Energy,Xcel Energy,XCEL ENERGY,25000,2007-09-11,entity_exact
2007,RSLC,Dominion Energy,Dominion Resources,"DOMINION RESOURCES SERVICES, INC.",25000,2007-04-05,entity_simplified
2007,RGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,20000,2007-02-22,entity_exact
2007,DGA,Public Service Enterprise Group,PSEG,PSEG SERVICES,15000,2007-12-21,entity_word_boundary
2007,RGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,15000,2007-11-20,entity_exact
2007,RGA,Public Service Enterprise Group,PSEG Services Corp,PSEG SERVICES CORP.,15000,2007-11-12,entity_simplified
2007,RSLC,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER SERVICE CORPORATION,15000,2007-10-18,entity_simplified
2007,RSLC,Duke Energy,Duke Energy,DUKE ENERGY/DUKE POWER COMPANY,15000,2007-10-12,entity_simplified
2007,DGA,Sempra Energy,Sempra Energy,SEMPRA ENERGY,12500,2007-10-18,entity_exact
2007,RGA,Sempra Energy,Sempra Energy,SEMPRA ENERGY,12500,2007-10-15,entity_exact
2007,DLCC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,12000,2007-09-26,entity_exact
2007,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION AGA,10000,2007-01-22,entity_simplified
2007,DGA,Pinnacle West Capital,Arizona Public Service,ARIZONA PUBLIC SERVICE COMPANY,10000,2007-04-13,entity_simplified
2007,DGA,Calpine,Calpine,CALPINE CORPORATION,10000,2007-03-16,entity_word_boundary
2007,DGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE EEI,10000,2007-11-30,entity_simplified
2007,RGA,Southern Company,Alabama Power,ALABAMA POWER CO. EMPLOYEES STATE PAC,10000,2007-07-24,entity_simplified
2007,RGA,Calpine,Calpine,CALPINE CORPORATION,10000,2007-03-16,entity_word_boundary
2007,RGA,Exelon,Constellation Energy Group,"CONSTELLATION ENERGY GROUP, INC.",10000,2007-02-21,entity_simplified
2007,RGA,DTE Energy,DTE Energy,DTE ENERGY,10000,2007-04-03,entity_exact
2007,RGA,National Grid,National Grid,NATIONAL GRID,10000,2007-08-30,entity_exact
2007,RGA,Duke Energy,Progress Energy,"PROGRESS ENERGY, INC.",10000,2007-01-30,entity_simplified
2007,RSLC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,10000,2007-01-12,entity_exact
2007,RSLC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,10000,2007-02-13,entity_exact
2007,RSLC,Dominion Energy,Dominion Resources,"DOMINION RESOURCES SERVICES, INC.",10000,2007-07-27,entity_simplified
2007,RSLC,Exelon,Exelon,EXELON CORPORATION,10000,2007-06-22,entity_word_boundary
2007,DLCC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,6000,2007-06-07,entity_exact
2007,DAGA,Salt River Project,Salt River Project,SALT RIVER PROJECT,5000,2007-04-17,entity_exact
2007,DLCC,WEC Energy,Wisconsin Public Service,WISCONSIN PUBLIC SERVICE CORPORATION,5000,2007-11-26,entity_simplified
2007,GOPAC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,5000,2007-01-18,entity_exact
2007,RGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,5000,2007-06-19,entity_simplified
2007,RSLC,Exelon,Constellation Energy Group,CONSTELLATION ENERGY GROUP INC.,5000,2007-11-01,entity_simplified
2007,RSLC,DTE Energy,DTE Energy,DTE ENERGY CORPORATION SERVICES LLC,5000,2007-07-27,entity_simplified
2007,RSLC,Puget Sound Energy,Puget Sound Energy,PUGET SOUND ENERGY,5000,2007-08-24,entity_exact
2007,RSLC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,2500,2007-06-08,entity_exact
2007,RGA,Pinnacle West Capital,Arizona Public Service,ARIZONA PUBLIC SERVICE COMPANY,2000,2007-02-28,entity_simplified
2007,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION AGA,1300,2007-02-06,entity_simplified
